title,authors,journal,pmid,page,url
A practical approach to process support in health information systems.,"Lenz R, Elstner T, Siegele H, Kuhn KA.","{'name': 'J Am Med Inform Assoc', 'year': 2002, 'citation': 'J Am Med Inform Assoc. 2002 Nov-Dec;9(6):571-85. doi: 10.1197/jamia.m1016.'}",12386109,38,https://pubmed.ncbi.nlm.nih.gov/12386109/
[Preterm births in Brazil from 1994 to 2005 according to the Information System on Live Births (SINASC)].,"Silveira MF, Santos IS, Matijasevich A, Malta DC, Duarte EC.","{'name': 'Cad Saude Publica', 'year': 2009, 'citation': 'Cad Saude Publica. 2009 Jun;25(6):1267-75. doi: 10.1590/s0102-311x2009000600009.'}",19503957,38,https://pubmed.ncbi.nlm.nih.gov/19503957/
The Cleveland Regional Perinatal Network's computerized information system. Success and frustration.,"Merkatz IR, Stephan P, Dickinson W.","{'name': 'Acta Obstet Gynecol Scand Suppl', 'year': 1982, 'citation': 'Acta Obstet Gynecol Scand Suppl. 1982;109:17-21. doi: 10.3109/00016348209156154.'}",6957132,38,https://pubmed.ncbi.nlm.nih.gov/6957132/
A practical approach to selecting and implementing a clinical information system.,Saltzman A.,"{'name': 'Drug Inf J', 'year': 1980, 'citation': 'Drug Inf J. 1980 Jan-Mar;14(1):24-6. doi: 10.1177/009286158001400105.'}",10248509,38,https://pubmed.ncbi.nlm.nih.gov/10248509/
Information systems: the direction of things to come.,Morris DC.,"{'name': 'Healthc Financ Manage', 'year': 1986, 'citation': 'Healthc Financ Manage. 1986 Jun;40(6):31-7.'}",10276677,38,https://pubmed.ncbi.nlm.nih.gov/10276677/
One medical center's approach to the development of a hospital information system.,"Boyle TM, Walsh DF.","{'name': 'Hospitals', 'year': 1981, 'citation': 'Hospitals. 1981 Oct 16;55(20):143-4, 146.'}",7024095,38,https://pubmed.ncbi.nlm.nih.gov/7024095/
Clinical engineering's involvement with a computerized hospital information system.,Putnam JR.,"{'name': 'J Clin Eng', 'year': 1981, 'citation': 'J Clin Eng. 1981 Oct-Dec;6(4):277-81.'}",10254554,38,https://pubmed.ncbi.nlm.nih.gov/10254554/
Information systems for the community health services.,"Avison DE, Catchpole CP.","{'name': 'Med Inform (Lond)', 'year': 1988, 'citation': 'Med Inform (Lond). 1988 Apr-Jun;13(2):117-26. doi: 10.3109/14639238809010087.'}",3405016,38,https://pubmed.ncbi.nlm.nih.gov/3405016/
Taking it to the streets: delivering on deployment.,"Carr D, Welch V, Fabik T, Hirji N, O'Connor C.","{'name': 'Healthc Q', 'year': 2009, 'citation': 'Healthc Q. 2009;12 Spec No Ontario:30-9. doi: 10.12927/hcq.2009.20749.'}",19458507,38,https://pubmed.ncbi.nlm.nih.gov/19458507/
Commentary: Waiting for the referee or refereeing the wait?--CCO's role in hosting and deploying the Wait Time Information System in Ontario.,Sullivan T.,"{'name': 'Healthc Q', 'year': 2009, 'citation': 'Healthc Q. 2009;12 Spec No Ontario:20-1. doi: 10.12927/hcq.2009.20746.'}",19458504,39,https://pubmed.ncbi.nlm.nih.gov/19458504/
[An information system with regard to the correlation between health status and the quality of the environment].,"Korneev IuE, Zaichenko AI.","{'name': 'Sov Zdravookhr', 'year': 1983, 'citation': 'Sov Zdravookhr. 1983;(3):16-9.'}",6857320,39,https://pubmed.ncbi.nlm.nih.gov/6857320/
A study on the impact of database design on clinical information systems.,"Chu SC, Thom JB.","{'name': 'Medinfo', 'year': 1995, 'citation': 'Medinfo. 1995;8 Pt 1:465-9.'}",8591232,39,https://pubmed.ncbi.nlm.nih.gov/8591232/
Validating nursing theory for use within a computerized nursing information system.,"Bliss-Holtz J, McLaughlin K, Taylor SG.","{'name': 'ANS Adv Nurs Sci', 'year': 1990, 'citation': 'ANS Adv Nurs Sci. 1990 Dec;13(2):46-52. doi: 10.1097/00012272-199012000-00006.'}",2124790,39,https://pubmed.ncbi.nlm.nih.gov/2124790/
The effects of creating psychological ownership on physicians' acceptance of clinical information systems.,"Paré G, Sicotte C, Jacques H.","{'name': 'J Am Med Inform Assoc', 'year': 2006, 'citation': 'J Am Med Inform Assoc. 2006 Mar-Apr;13(2):197-205. doi: 10.1197/jamia.M1930. Epub 2005 Dec 15.'}",16357351,39,https://pubmed.ncbi.nlm.nih.gov/16357351/
The U.S. Environmental Protection Agency's Integrated Risk Information System (IRIS).,"Schoeny R, Patterson J, Swartout J, Tuxen L.","{'name': 'Prog Clin Biol Res', 'year': 1990, 'citation': 'Prog Clin Biol Res. 1990;340E:257-66.'}",2392459,39,https://pubmed.ncbi.nlm.nih.gov/2392459/
[Setting up a national information system for prevention].,Campo G.,"{'name': 'Med Lav', 'year': 2009, 'citation': 'Med Lav. 2009 Jul-Aug;100(4):277-80.'}",19764184,39,https://pubmed.ncbi.nlm.nih.gov/19764184/
Do general practice characteristics influence uptake of an information technology (IT) innovation in primary care?,"Evans JM, Guthrie B, Pagliari C, Greene A, Morris AD, Cunningham S, Donnan PT.","{'name': 'Inform Prim Care', 'year': 2008, 'citation': 'Inform Prim Care. 2008;16(1):3-8. doi: 10.14236/jhi.v16i1.669.'}",18534072,39,https://pubmed.ncbi.nlm.nih.gov/18534072/
Information systems for the outcomes movement.,Aller KC.,"{'name': 'Healthc Inf Manage', 'year': 1996, 'citation': 'Healthc Inf Manage. 1996 Spring;10(1):37-52.'}",10155789,39,https://pubmed.ncbi.nlm.nih.gov/10155789/
Army community health nurses use nursing process as a model for developing a management information system.,"McKenna MK, Alexander LL.","{'name': 'Mil Med', 'year': 1984, 'citation': 'Mil Med. 1984 Mar;149(3):148-50.'}",6425733,39,https://pubmed.ncbi.nlm.nih.gov/6425733/
"Using internet GIS technology for early warning, response and controlling the quality of the public health sector.","Ptochos D, Panopoulos D, Metaxiotis K, Askounis D John Psarras.","{'name': 'Int J Electron Healthc', 'year': 2004, 'citation': 'Int J Electron Healthc. 2004;1(1):78-102. doi: 10.1504/IJEH.2004.004661.'}",18048205,40,https://pubmed.ncbi.nlm.nih.gov/18048205/
The application of the unified modeling language in object-oriented analysis of healthcare information systems.,Aggarwal V.,"{'name': 'J Med Syst', 'year': 2002, 'citation': 'J Med Syst. 2002 Oct;26(5):383-97. doi: 10.1023/a:1016449031753.'}",12182204,40,https://pubmed.ncbi.nlm.nih.gov/12182204/
The value of accurate A/R information.,"Freeman G, Allcorn S.","{'name': 'Med Group Manage', 'year': 1985, 'citation': 'Med Group Manage. 1985 Jul-Aug;32(4):26-8, 36.'}",10272453,40,https://pubmed.ncbi.nlm.nih.gov/10272453/
[New trends in child cancer information systems development in Poland].,"Borkowski W, Mielniczuk H.","{'name': 'Med Wieku Rozwoj', 'year': 2003, 'citation': 'Med Wieku Rozwoj. 2003 Jul-Sep;7(3):305-13.'}",14963338,40,https://pubmed.ncbi.nlm.nih.gov/14963338/
[The use of information systems in family health strategies: nurses' perceptions].,"Duarte Mde L, Tedesco Jdos R, Parcianello RR.","{'name': 'Rev Gaucha Enferm', 'year': 2012, 'citation': 'Rev Gaucha Enferm. 2012 Dec;33(4):111-7. doi: 10.1590/s1983-14472012000400014.'}",23596924,40,https://pubmed.ncbi.nlm.nih.gov/23596924/
Gaining physician acceptance of information technology systems.,"Riley RT, Lorenzi NM.","{'name': 'Med Interface', 'year': 1995, 'citation': 'Med Interface. 1995 Nov;8(11):78-80, 82-3.'}",10153514,40,https://pubmed.ncbi.nlm.nih.gov/10153514/
[Importance of health information systems in the process of reform and reconstruction of health care].,Ridanović Z.,"{'name': 'Med Arh', 'year': 1998, 'citation': 'Med Arh. 1998;52(1):29-34.'}",9623089,40,https://pubmed.ncbi.nlm.nih.gov/9623089/
A GIS-based prediction and assessment system of off-site accident consequence for Guangdong nuclear power plant.,"Wang XY, Qu JY, Shi ZQ, Ling YS.","{'name': 'Radiat Prot Dosimetry', 'year': 2003, 'citation': 'Radiat Prot Dosimetry. 2003;106(3):257-62. doi: 10.1093/oxfordjournals.rpd.a006358.'}",14690328,40,https://pubmed.ncbi.nlm.nih.gov/14690328/
Describing Telenurses' Decision Making Using Clinical Decision Support: Influential Factors Identified.,"Tuden DS, Borycki EM, Kushniruk AW.","{'name': 'Stud Health Technol Inform', 'year': 2019, 'citation': 'Stud Health Technol Inform. 2019;257:424-429.'}",30741234,40,https://pubmed.ncbi.nlm.nih.gov/30741234/
"Science, government, and information: 1988 perspective.",Weinberg AM.,"{'name': 'Bull Med Libr Assoc', 'year': 1989, 'citation': 'Bull Med Libr Assoc. 1989 Jan;77(1):1-7.'}",2720202,40,https://pubmed.ncbi.nlm.nih.gov/2720202/
[A national information system of ambulatory care demand].,Lebrão ML.,"{'name': 'Rev Saude Publica', 'year': 1988, 'citation': 'Rev Saude Publica. 1988 Aug;22(4):344-5.'}",3241956,41,https://pubmed.ncbi.nlm.nih.gov/3241956/
"[Veterinary information system in practice. Description of the first practical, user friendly veterinary knowledge package].",[No authors listed],"{'name': 'Tijdschr Diergeneeskd', 'year': 2002, 'citation': 'Tijdschr Diergeneeskd. 2002 Oct 1;127(19):593-4.'}",12389468,41,https://pubmed.ncbi.nlm.nih.gov/12389468/
Privacy Act of 1974; exempt record system--DHHS. Notice of proposed rulemaking.,[No authors listed],"{'name': 'Fed Regist', 'year': 1984, 'citation': 'Fed Regist. 1984 Feb 13;49(30):5361-2.'}",10264555,41,https://pubmed.ncbi.nlm.nih.gov/10264555/
[A model of the Dialog information system for the processing of abstracts].,"Rustam'ian ON, Vasil'ev VK.","{'name': 'Kosm Biol Aviakosm Med', 'year': 1984, 'citation': 'Kosm Biol Aviakosm Med. 1984 Nov-Dec;18(6):73-6.'}",6513491,41,https://pubmed.ncbi.nlm.nih.gov/6513491/
Beyond regional health information exchange in China: a practical and industrial-strength approach.,"Liu S, Zhou B, Xie G, Mei J, Liu H, Liu C, Qi L.","{'name': 'AMIA Annu Symp Proc', 'year': 2011, 'citation': 'AMIA Annu Symp Proc. 2011;2011:824-33. Epub 2011 Oct 22.'}",22195140,41,https://pubmed.ncbi.nlm.nih.gov/22195140/
A longitudinal study of usability in health care - does time heal?,"Kjeldskov J, Skov MB, Stage J.","{'name': 'Stud Health Technol Inform', 'year': 2007, 'citation': 'Stud Health Technol Inform. 2007;130:181-91.'}",17917192,41,https://pubmed.ncbi.nlm.nih.gov/17917192/
Hospital information systems. The relationship between nurse involvement in selection and nurse utilization.,"Bursley HM, Tikkanen PL, Feistritzer NR, Zweber ML, Murdock DC.","{'name': 'J Med Syst', 'year': 1985, 'citation': 'J Med Syst. 1985 Apr;9(1-2):19-27. doi: 10.1007/BF00992519.'}",3839832,41,https://pubmed.ncbi.nlm.nih.gov/3839832/
[Information on human health resources].,Nogueira RP.,"{'name': 'Educ Med Salud', 'year': 1987, 'citation': 'Educ Med Salud. 1987;21(4):367-73.'}",3451873,41,https://pubmed.ncbi.nlm.nih.gov/3451873/
[Principles of management in the development of an integrated information system for a sanatorium-and-spa complex].,"Razumov AN, Mazitov FKh, Il'iasov BG, Zagidullin ShZ.","{'name': 'Vopr Kurortol Fizioter Lech Fiz Kult', 'year': 2009, 'citation': 'Vopr Kurortol Fizioter Lech Fiz Kult. 2009 Jan-Feb;(1):47-9.'}",19288603,41,https://pubmed.ncbi.nlm.nih.gov/19288603/
[Expectations of the clinical laboratory information system].,Nose Y.,"{'name': 'Rinsho Byori', 'year': 1988, 'citation': 'Rinsho Byori. 1988 May;Spec No 77:19-21.'}",3268701,41,https://pubmed.ncbi.nlm.nih.gov/3268701/
DATASUS as a instrument for developing otologic public health policies.,"Oliveira HF, Sampaio AL, Oliveira CA.","{'name': 'Braz J Otorhinolaryngol', 'year': 2011, 'citation': 'Braz J Otorhinolaryngol. 2011 Jun;77(3):369-72. doi: 10.1590/s1808-86942011000300016.'}",21739013,42,https://pubmed.ncbi.nlm.nih.gov/21739013/
[Problems of information system development and introduction in city pediatric polyclinics].,Andrievskiĭ BP.,"{'name': 'Zdravookhr Ross Fed', 'year': 1980, 'citation': 'Zdravookhr Ross Fed. 1980;(2):23-5.'}",7355636,42,https://pubmed.ncbi.nlm.nih.gov/7355636/
Implementing network security guidelines in health care information systems.,"Patel A, Kantzavelou I.","{'name': 'Medinfo', 'year': 1995, 'citation': 'Medinfo. 1995;8 Pt 1:671-4.'}",8591295,42,https://pubmed.ncbi.nlm.nih.gov/8591295/
Trends in laboratory information systems: 1980-1990.,Vanderslice LM.,"{'name': 'Healthc Inform', 'year': 1990, 'citation': 'Healthc Inform. 1990 Mar;7(3):34.'}",10120639,42,https://pubmed.ncbi.nlm.nih.gov/10120639/
"[P.A.I.S., a personal medical information system. A comprehensive medical knowledge base].",Münch E.,"{'name': 'HNO', 'year': 1994, 'citation': 'HNO. 1994 Jun;42(6):366-73.'}",8071098,42,https://pubmed.ncbi.nlm.nih.gov/8071098/
The HRIS: what capabilities must it have?,Simon SH.,"{'name': 'Personnel', 'year': 1983, 'citation': 'Personnel. 1983 Sep-Oct;60(5):36-49.'}",10262946,42,https://pubmed.ncbi.nlm.nih.gov/10262946/
[Design of the wireless medical information system based on PDA].,"Shen TL, Shi J, Yan ZZ.","{'name': 'Zhongguo Yi Liao Qi Xie Za Zhi', 'year': 2007, 'citation': 'Zhongguo Yi Liao Qi Xie Za Zhi. 2007 Sep;31(5):344-7.'}",18161373,42,https://pubmed.ncbi.nlm.nih.gov/18161373/
Removing barriers to technology.,Lowenhaupt M.,"{'name': 'Physician Exec', 'year': 2004, 'citation': 'Physician Exec. 2004 Mar-Apr;30(2):12-4.'}",15085666,42,https://pubmed.ncbi.nlm.nih.gov/15085666/
An operational information systems architecture for assessing sustainable transportation planning: principles and design.,"Borzacchiello MT, Torrieri V, Nijkamp P.","{'name': 'Eval Program Plann', 'year': 2009, 'citation': 'Eval Program Plann. 2009 Nov;32(4):381-9. doi: 10.1016/j.evalprogplan.2009.06.012. Epub 2009 Jun 26.'}",19631382,42,https://pubmed.ncbi.nlm.nih.gov/19631382/
"Trend of incompleteness of vital statistics in the neonatal period, State of Rio de Janeiro, Brazil, 1999-2014.","Lino RRG, Fonseca SC, Kale PL, Flores PVG, Pinheiro RS, Coeli CM.","{'name': 'Epidemiol Serv Saude', 'year': 2019, 'citation': 'Epidemiol Serv Saude. 2019 Jul 4;28(2):e2018131. doi: 10.5123/S1679-49742019000200014.'}",31291437,42,https://pubmed.ncbi.nlm.nih.gov/31291437/
Organizational issues in health informatics: a model approach.,"Aarts J, Peel V, Wright G.","{'name': 'Int J Med Inform', 'year': 1998, 'citation': 'Int J Med Inform. 1998 Oct-Dec;52(1-3):235-42. doi: 10.1016/s1386-5056(98)00142-7.'}",9848420,43,https://pubmed.ncbi.nlm.nih.gov/9848420/
A strategic business issue.,Weitzel RE.,"{'name': 'Comput Healthc', 'year': 1988, 'citation': 'Comput Healthc. 1988 Sep;9(9):61-2.'}",10288859,43,https://pubmed.ncbi.nlm.nih.gov/10288859/
[The theoretical bases for the construction of an automated information system on the wounded and ill].,"Krutov VS, Troianovskaia OV.","{'name': 'Voen Med Zh', 'year': 1997, 'citation': 'Voen Med Zh. 1997 Dec;318(12):4-8.'}",9504004,43,https://pubmed.ncbi.nlm.nih.gov/9504004/
[Use of information systems for managing healthcare services in a long-term care facility].,"Domenighini S, Orizio G, Azzola FM, Auxilia F, Gelatti U.","{'name': 'Ig Sanita Pubbl', 'year': 2008, 'citation': 'Ig Sanita Pubbl. 2008 Sep-Oct;64(5):595-610.'}",19188936,43,https://pubmed.ncbi.nlm.nih.gov/19188936/
Design participation as an insurance: risk-management and end-user participation in the development of information systems in healthcare organizations.,"Vimarlund V, Timpka T.","{'name': 'Methods Inf Med', 'year': 2002, 'citation': 'Methods Inf Med. 2002;41(1):76-80.'}",11933768,43,https://pubmed.ncbi.nlm.nih.gov/11933768/
Evaluation of automated information systems in health care: an approach to classifying evaluative studies.,"van der Loo RP, van Gennip EM, Bakker AR, Hasman A, Rutten FF.","{'name': 'Comput Methods Programs Biomed', 'year': 1995, 'citation': 'Comput Methods Programs Biomed. 1995 Sep-Oct;48(1-2):45-52. doi: 10.1016/0169-2607(95)01659-h.'}",8846711,43,https://pubmed.ncbi.nlm.nih.gov/8846711/
Integration of different technologies into efficient information systems. Part 3.,Otten KW.,"{'name': 'J Inf Image Manage', 'year': 1984, 'citation': 'J Inf Image Manage. 1984 Mar;17(3):27-34.'}",10265360,43,https://pubmed.ncbi.nlm.nih.gov/10265360/
"[Function, formation and construction of an information system].",Kosanke C.,"{'name': 'Zahntechnik (Berl)', 'year': 1983, 'citation': 'Zahntechnik (Berl). 1983 Nov;24(11):498-501.'}",6583947,43,https://pubmed.ncbi.nlm.nih.gov/6583947/
Computerizing an integrated clinical and financial record system in a CMHC: a pilot project.,"Newkham J, Bawcom L.","{'name': 'Adm Soc Work', 'year': 1981, 'citation': 'Adm Soc Work. 1981 Fall-Winter;5(3-4):97-111. doi: 10.1300/j147v05n03_08.'}",10309651,43,https://pubmed.ncbi.nlm.nih.gov/10309651/
What every trustee should know about hospital information systems.,Packer CL.,"{'name': 'Trustee', 'year': 1984, 'citation': 'Trustee. 1984 May;37(5):17-22.'}",10266318,43,https://pubmed.ncbi.nlm.nih.gov/10266318/
Current assessment and proposed improvement to emergency medical information systems in Japan.,"Nagai M, Yamamoto M, Numata T.","{'name': 'Med Inform (Lond)', 'year': 1994, 'citation': 'Med Inform (Lond). 1994 Jan-Mar;19(1):21-36. doi: 10.3109/14639239409044718.'}",7934302,44,https://pubmed.ncbi.nlm.nih.gov/7934302/
[Characteristics of the structure and formation of a Soviet information system with regard to documents on patents in medicine].,"Matusevich VG, Uvarenko AR, Savchina VB, Kislenko TIa.","{'name': 'Vrach Delo', 'year': 1985, 'citation': 'Vrach Delo. 1985 Apr;(4):112-5.'}",4013180,44,https://pubmed.ncbi.nlm.nih.gov/4013180/
[Problems and solutions of the medical information system: focusing on software].,Umeda T.,"{'name': 'Nihon Hoshasen Gijutsu Gakkai Zasshi', 'year': 2004, 'citation': 'Nihon Hoshasen Gijutsu Gakkai Zasshi. 2004 Jun;60(6):759-61. doi: 10.6009/jjrt.kj00000922474.'}",15220861,44,https://pubmed.ncbi.nlm.nih.gov/15220861/
Public key infrastructures for health.,"Pharow P, Blobel B.","{'name': 'Stud Health Technol Inform', 'year': 2003, 'citation': 'Stud Health Technol Inform. 2003;96:111-7.'}",15061532,44,https://pubmed.ncbi.nlm.nih.gov/15061532/
Strategic planning for health care management information systems.,"Rosenberger HR, Kaiser KM.","{'name': 'Health Care Manage Rev', 'year': 1985, 'citation': 'Health Care Manage Rev. 1985 Winter;10(1):7-17. doi: 10.1097/00004010-198501010-00002.'}",3905710,44,https://pubmed.ncbi.nlm.nih.gov/3905710/
[Creation of a government information system on the population's health status in relation to environmental pollution].,"Golubev IR, Zhilov IuD, Zaichenko AI.","{'name': 'Gig Sanit', 'year': 1981, 'citation': 'Gig Sanit. 1981 Nov;(11):38-40.'}",7319236,44,https://pubmed.ncbi.nlm.nih.gov/7319236/
[Research on the application of RAC technology in hospital information system].,"Liu X, Yao H.","{'name': 'Zhongguo Yi Liao Qi Xie Za Zhi', 'year': 2010, 'citation': 'Zhongguo Yi Liao Qi Xie Za Zhi. 2010 Jul;34(4):302-5.'}",21033123,44,https://pubmed.ncbi.nlm.nih.gov/21033123/
[A far-reaching clinical laboratory information system--the present status and future].,Maru T.,"{'name': 'Rinsho Byori', 'year': 1988, 'citation': 'Rinsho Byori. 1988 May;Spec No 77:102-10.'}",3268699,44,https://pubmed.ncbi.nlm.nih.gov/3268699/
[The Index Pharmacorum Bulgaricus and its database--an automated drug information system].,"Mutafov Kh, Nakova N.","{'name': 'Vutr Boles', 'year': 1999, 'citation': 'Vutr Boles. 1999;31(2-3):40-1.'}",10847141,44,https://pubmed.ncbi.nlm.nih.gov/10847141/
Clinical terms project: a coding system for clinicians.,Stannard CF.,"{'name': 'Br J Hosp Med', 'year': 1994, 'citation': 'Br J Hosp Med. 1994 Jun 15-Jul 12;52(1):46-8.'}",7952765,44,https://pubmed.ncbi.nlm.nih.gov/7952765/
"[Reliability of cause of death due to violence from information systems in Belo Horizonte, Southern Brazil].","Matos SG, Proietti FA, Barata Rde C.","{'name': 'Rev Saude Publica', 'year': 2007, 'citation': 'Rev Saude Publica. 2007 Feb;41(1):76-84. doi: 10.1590/s0034-89102007000100011.'}",17273637,45,https://pubmed.ncbi.nlm.nih.gov/17273637/
[The current status and future of the information system in a hospital ward].,Komori Y.,"{'name': 'Kango Kyoiku', 'year': 1982, 'citation': 'Kango Kyoiku. 1982 May;23(5):300-6.'}",6921356,45,https://pubmed.ncbi.nlm.nih.gov/6921356/
[The veterinary central information system from the foundation VETbase].,Eussen B.,"{'name': 'Tijdschr Diergeneeskd', 'year': 2009, 'citation': 'Tijdschr Diergeneeskd. 2009 May 1;134(9):405-6.'}",19480151,45,https://pubmed.ncbi.nlm.nih.gov/19480151/
Semantic integration in healthcare networks.,"Lenz R, Beyer M, Kuhn KA.","{'name': 'Stud Health Technol Inform', 'year': 2005, 'citation': 'Stud Health Technol Inform. 2005;116:385-90.'}",16160288,45,https://pubmed.ncbi.nlm.nih.gov/16160288/
[Conception of an information system in mental health organizations in the Haut-Richelieu territory].,Gaudette R.,"{'name': 'Sante Ment Que', 'year': 1990, 'citation': 'Sante Ment Que. 1990 May;15(1):250-2.'}",2096974,45,https://pubmed.ncbi.nlm.nih.gov/2096974/
An unmanaged computer system can stop you dead.,Allen B.,"{'name': 'Harv Bus Rev', 'year': 1982, 'citation': 'Harv Bus Rev. 1982 Nov-Dec;60(6):77-87.'}",10258240,45,https://pubmed.ncbi.nlm.nih.gov/10258240/
Data security in information systems by language analysis.,"Meinzer HP, Sandblad B.","{'name': 'Comput Programs Biomed', 'year': 1979, 'citation': 'Comput Programs Biomed. 1979 Sep;10(2):175-81. doi: 10.1016/0010-468x(79)90065-5.'}",487783,45,https://pubmed.ncbi.nlm.nih.gov/487783/
[The state computerized information system for monitoring the epidemic process in Ukraine. The monitoring technology].,"Bogatyreva RV, Berezhnov SP, Gorban' EN, Garbuz IuI, Kovalenko AS, Marchenko AT, Prodanchuk NG, Skesarev IuG.","{'name': 'Lik Sprava', 'year': 1999, 'citation': 'Lik Sprava. 1999 Apr-May;(3):3-12.'}",10474925,45,https://pubmed.ncbi.nlm.nih.gov/10474925/
[The flow of a new diagnostic laboratory information system].,Kaihara S.,"{'name': 'Rinsho Byori', 'year': 1988, 'citation': 'Rinsho Byori. 1988 May;Spec No 77:1-10.'}",3268698,45,https://pubmed.ncbi.nlm.nih.gov/3268698/
[An ideal form of the clinical laboratory information system].,Hirakawa A.,"{'name': 'Rinsho Byori', 'year': 1988, 'citation': 'Rinsho Byori. 1988 May;Spec No 77:22-30.'}",3268702,45,https://pubmed.ncbi.nlm.nih.gov/3268702/
PA partnership publishes IT recommendations.,[No authors listed],"{'name': 'Healthcare Benchmarks Qual Improv', 'year': 2007, 'citation': 'Healthcare Benchmarks Qual Improv. 2007 Jul;14(7):81-3.'}",17784723,46,https://pubmed.ncbi.nlm.nih.gov/17784723/
Managing the measurement: a model of data support in an integrated delivery system.,Munsch CM.,"{'name': 'J Nurs Care Qual', 'year': 2002, 'citation': 'J Nurs Care Qual. 2002 Jan;16(2):1-9. doi: 10.1097/00001786-200201000-00002.'}",11797474,46,https://pubmed.ncbi.nlm.nih.gov/11797474/
Planning for information systems in small or rural hospitals.,"Booth B, DeSalvo CP.","{'name': 'Comput Healthc', 'year': 1985, 'citation': 'Comput Healthc. 1985 Aug;6(8):39-43.'}",10300246,46,https://pubmed.ncbi.nlm.nih.gov/10300246/
"[Coordinated index, an information system used in research in biological sciences].",Moucha RD.,"{'name': 'Stud Cercet Fiziol', 'year': 1968, 'citation': 'Stud Cercet Fiziol. 1968;13(4):359-67.'}",5683078,46,https://pubmed.ncbi.nlm.nih.gov/5683078/
Questions & answers: sustaining accountability.,"Anderson M, Hooper L.","{'name': 'Healthc Q', 'year': 2009, 'citation': 'Healthc Q. 2009;12 Spec No Ontario:28-9. doi: 10.12927/hcq.2009.20748.'}",19458506,46,https://pubmed.ncbi.nlm.nih.gov/19458506/
[Automated management systems for clinical microbiology. II. An information system for the bacteriology laboratory].,"Trupl J, Nagy L, Pis P, Reguli L, Surovka L, Schindler J.","{'name': 'Cesk Epidemiol Mikrobiol Imunol', 'year': 1987, 'citation': 'Cesk Epidemiol Mikrobiol Imunol. 1987 Jul;36(4):202-11.'}",2958147,46,https://pubmed.ncbi.nlm.nih.gov/2958147/
Quality assurance issues concerning Healthcare Information Systems Project development.,"Bazavan M, Dimitriu R.","{'name': 'Stud Health Technol Inform', 'year': 2000, 'citation': 'Stud Health Technol Inform. 2000;77:383-7.'}",11187579,46,https://pubmed.ncbi.nlm.nih.gov/11187579/
"[Reliability of data on compliance with Constitutional Amendment 29 reported to the Public Healthcare Budget Information System by municipalities in Pernambuco State, Brazil].","Gonçalves RF, Bezerra AF, Espírito Santo AC, Sousa IM, Duarte-Neto PJ, Brito e Silva KS.","{'name': 'Cad Saude Publica', 'year': 2009, 'citation': 'Cad Saude Publica. 2009 Dec;25(12):2612-20. doi: 10.1590/s0102-311x2009001200008.'}",20191152,46,https://pubmed.ncbi.nlm.nih.gov/20191152/
"[Results and prospects of the development of the Automated State Information System ""Health""].",Korneev IuE.,"{'name': 'Gig Sanit', 'year': 1988, 'citation': 'Gig Sanit. 1988 Oct;(10):42-5.'}",3234779,46,https://pubmed.ncbi.nlm.nih.gov/3234779/
The state of automated information systems in ambulatory health care.,"Peddecord KM, Scutchfield FD.","{'name': 'Med Group Manage', 'year': 1982, 'citation': 'Med Group Manage. 1982 Nov-Dec;29(6):20-6, 30-1.'}",10261826,46,https://pubmed.ncbi.nlm.nih.gov/10261826/
[The role of nursing in the total hospital information system of Kagoshima University].,"Shigemura Y, Matsumoto I, Hashimoto A, Imai Y, Sakaguchi T.","{'name': 'Kango Tenbo', 'year': 1985, 'citation': 'Kango Tenbo. 1985 Aug;10(9):902-8.'}",3850253,47,https://pubmed.ncbi.nlm.nih.gov/3850253/
[Computers in radiology. Practice organization with the COMRAD information system].,Küsters H.,"{'name': 'Radiologe', 'year': 1985, 'citation': 'Radiologe. 1985 Nov;25(11):534-9.'}",3841400,47,https://pubmed.ncbi.nlm.nih.gov/3841400/
[Current status and future problems of the hospital information system].,"Komori M, Minato K, Hirakawa A.","{'name': 'Iyodenshi To Seitai Kogaku', 'year': 1982, 'citation': 'Iyodenshi To Seitai Kogaku. 1982 Dec;20(7):554-6.'}",7186969,47,https://pubmed.ncbi.nlm.nih.gov/7186969/
Today's or tomorrow's computer systems?,Fain E.,"{'name': 'Behav Healthc Tomorrow', 'year': 1994, 'citation': 'Behav Healthc Tomorrow. 1994 Jan-Feb;3(1):25-31.'}",10142493,47,https://pubmed.ncbi.nlm.nih.gov/10142493/
[A data bank information system for statistical evaluation of preventive examinations].,"van Eimeren W, Selbmann HK, Uberla K.","{'name': 'Methods Inf Med Suppl', 'year': 1976, 'citation': 'Methods Inf Med Suppl. 1976;8:169-75.'}",1078487,47,https://pubmed.ncbi.nlm.nih.gov/1078487/
Managing programs for the elderly: design of a social information systems.,"Birnbaum H, Burke R, Pratter F.","{'name': 'Health Care Financ Rev', 'year': 1983, 'citation': 'Health Care Financ Rev. 1983 Winter;5(2):11-23.'}",10310525,47,https://pubmed.ncbi.nlm.nih.gov/10310525/
A framework for designing an MIS for health delivery system in rural India.,Bhatnagar SC.,"{'name': 'Socioecon Plann Sci', 'year': 1982, 'citation': 'Socioecon Plann Sci. 1982;16(1):15-9. doi: 10.1016/0038-0121(82)90016-7.'}",10255767,47,https://pubmed.ncbi.nlm.nih.gov/10255767/
